marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,49771489,R37UGY6OVUW1TG,B000V87HI4,218297570,t3 featherweight hair dryer tourmaline ionic bespoke labs 83808,Beauty,5,1,1,N,Y,T3 Featherweight Hair Dryer Bourmaline Ionic Bespoke 83808,"I love this hair dryer.  I have fine, thin, hightlighted hair and it is the best blow dryer I have ever used.  Highly recommend.",6/22/2012
US,38389018,R16AUOXRMDBHW7,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Beauty,5,1,1,N,Y,love it!,"Lightweight, quieter than most, and dries my hair in half the time! All dryers are NOT the same and this one is great for smoothing and straightening!",6/22/2012
US,26408069,R1P4TWHAB41EDS,B0037MFCHE,423960,infiniti by conair i series folding handle hair dryer,Beauty,4,1,2,N,Y,Nice Hairdryer,I am actually pleasantly surprised that this dryer is as nice as it is.  I was a little concerned about the quality because of the price.  The way the buttons are took a little getting used to.  I like that the handle folds in and the cord winds in.,6/22/2012
US,32538137,R7WU30P4S7NRN,B0009XH6V4,670161917,andis micro turbo hair dryer,Beauty,2,1,1,N,Y,"Worked for two years, then started smoking","We had this hair dryer for two years.  It was for my boys to use, so all they  needed was a simple dryer.  They usually wound up using my nicer hair dryer as they just didn't like this one.  After two years of limited use, it just started smoking one day and we had to throw it away.",6/21/2012
US,36245623,R25UO297VAS79,B00065AFFE,121009604,conair 1875 watt ergonomic handle hair dryer,Beauty,4,6,6,N,Y,Good enough,"I like this little hair dryer; it is small, lightweight and easy to use. The controls are in a good place and it does a good job. I only gave it four stars because even on low it blows pretty hard and is hotter than I would like it to be. For the price, it was a good enough deal.",6/21/2012
US,10680236,R18TUR9AYTMXL3,B0040VGR3Y,974237252,"twin turbo 3200 ceramic and ionic professional hair dryer, 1900 watt",Beauty,5,2,3,N,Y,TWIN TURBO 3200 CERAMIC AND IONIC PROFESSIONAL HAIR DRYER,This is the 2nd one I've bought and the first from Amazon.  I loved the first one and had it for many years.  I paid less with amazon for this one and even though the first one hadn't stopped working it started to smell hot and I didn't want to take a chance.  I will continue to purchase this product as long as it's available.  My hair is long and it takes no time at all to dry and looks great.,6/20/2012
US,50266346,RE3GT3AKC9JN1,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Beauty,4,5,6,N,Y,One of the better hair dryers I've found.,"It's not as quiet as some of the very high-end dryers, but it's still quieter than most.<br /><br />One of the things I like most about this dryer is the 3 position heat setting - you can get reasonably cold air without having to hold down a spring-loaded button (which gets kinda old)",6/19/2012
US,35224830,R3VIP59F8CT180,B001UE7D46,197856712,andis 1600w quiet hangup hair dryer with night light,Beauty,5,1,1,N,Y,Andis Wall Mounted Hair Dryer,"Love this hair dryer!  I used it at a hotel recently and couldn't believe the power of this little dryer.  I have long, thick hair and my hair was dry in no time! Would definately recommend!",6/15/2012
US,12612767,R2HTF4EREMR1PJ,B000R80ZTQ,486774008,"conair 1875 watt cord keeper 2-in-1 hair dryer, black",Beauty,3,1,2,N,Y,Blown away,"While looking for a hair dryer comparable to the one that just tryed to electrocute me, I found this one. The price was great and it had all the features of the much more expensive one I'd just thrown away. I'd give it a higher review but I found the on/off switch to be in an awkard position. It is a powerful hair dryer and well worth the money.",6/13/2012
US,34399158,R1UVJ9XSBV4WE4,B000IF3D38,108191918,conair thermal shine 1875 watt hair dryer 1 ea,Beauty,1,2,5,N,Y,"Died on Day 1, First Use!","I've been using ConAir Infiniti Pro for over 10 years, still works perfectly fine. Recently, I decided to buy one more for my 2nd bathroom, and bought Conair Ionic Ceramic Styler. This new unit died on Day 1, I returned it and bought a new Conair Infiniti Pro again.<br /><br />Reminds me of the saying: Buy expensive, cry once. Buy cheap, cry every day",6/12/2012
US,14875674,R1XCQ8UOWD764U,B000V3URNG,843035023,elevate by andis 80405 professional lightweight tourmaline ceramic ionic 1875 watts hair dryer,Beauty,3,2,2,N,Y,DECENT HAIRDRYER,decent hairdryer. It gets really hot. Doesn't have separate buttons for air level and heat level. Instead it has one heat setting. Only one button that toggles between off high and low. the comb attachment is pretty flimsy and will have to be replaced as the teeth in the comb breaks pretty easily. I use this on my daughters hair. We are Black and she has natural thick and curly hair.,6/12/2012
US,38410289,RA5OWZH2XHS3E,B0002G214U,685652978,conair soft bonnet hair dryer 1 ea,Beauty,1,1,1,N,Y,Do not buy,"Had to return after the first time I used the Product, the hose burned off the bonnet connection was impossible to dry my hair with this product. Very loud and only dries one section of your head.",6/9/2012
US,19253547,R3DBE29D290PV4,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,5,1,1,N,Y,It's like being at a hotel!,My wife and I always comment on how nice the hair dryers are in a hotel. This is exactly what we were looking for. It pretty much cuts the drying time in half from our old hair dryer.,6/6/2012
US,49693769,R366LN6OVN1BOX,B0009XH6VE,223051644,andis hangup 1600w wall mount hair dryer,Beauty,3,2,2,N,Y,"Very good design, suspect reliability","I travel fairly frequently, so hotels are a routine affair. I saw this hair dryer at a hotel recently. Its performance was impressive for its size. As soon as I got home I ordered one. I found the included mounting kit (screws, 3M tape, dry wall anchors) a little flimsy. I used a better wall anchor to mount the dryer.<br /><br />All was well for 3 days. The hair dryer worked like a champ, until the third day when the on/off switch blew up in my hands. The switch had shorted out, causing a large poof of smoke/fire. This of course happened just after I had tossed the original packaging and Amazon shipping box. So I contacted the manufacture about a replacement. They were VERY interested in getting this dryer to the corporate offices ASAP. They sent out FedEx the next day to pick up the device to be sent back. I just received my replacement device, it took 15 days in total to receive it.<br /><br />I really hope this one lasts a bit longer.<br /><br />EDIT: I added photos to the product page showing how the switch blew up.",6/6/2012
US,40329607,RPL2VCWGT2GVQ,B000R80ZTQ,486774008,"conair 1875 watt cord keeper 2-in-1 hair dryer, black",Beauty,1,5,6,N,Y,Great While It Worked,"This dryer was a great one during the 8 months that it worked. Loved the retractable cord and how fast it could dry my overly-thick hair.<br /><br />Usually when I burn up a dryer, I have some notice (burnt motor smell, maybe some popping noises), but not this one. It worked fine yesterday, and today would not work. Checked the outlets, did the test/reset on the dryer and that worked, but the dryer itself is dead. Reviews at other sites show this to be a non-uncommon problem.",6/6/2012
US,15680984,R2EMI1BP7ADJ9J,B0009PL4D8,959834931,turbo power twinturbo 2800 coldmatic hair dryer 314,Beauty,2,15,20,N,Y,Not as great as everyone says,"I bought this hair dryer having read the wonderful reviews.  It took forever to come and then didn't live up to expectation.  I was hoping to solve my frizz problem and speed up the drying time, but I didn't think this hair dryer did either.  I sent it back and was pretty annoyed that they only refunded me $64 of the $88 I spent on it.  They charged me a restocking fee and a shipping fee when I already paid $11 to send it back myself.  All in all, a lousy deal.",6/4/2012
US,48534974,R3REYF2YG3V9RO,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,5,1,1,N,Y,Andis 1875 watts,"Used this product for the first time at the Hilton in New York City. Works great. Very powerful & I like the retractable cord,very nice . Would recommend highly.Great price also.",6/2/2012
US,23147699,R1MSPROAVTFVKD,B000BBS636,560455235,conair yb075w pro yellowbird 1875-watt professional hair dryer,Beauty,3,1,1,N,Y,Yellowbird,"I purchased this product because quite a few of the Youtube vloggers I follow use/recommended it. I liked that it dried my hair well and that it had 4 different settings from cool to hot, but I found that if you hold it by the nozzle end like I do, it heats up ALOT! I used it primarily on the warm setting applying the tension method to my (4b/4c) hair and it was fine. I accidentally had it on the hot setting initially and that was too much heat for my hair. There's not much that's special about this dryer, but overall, it's a powerful, not too pricey option if you are looking for a professional style hairdryer.",5/29/2012
US,50497592,R11DDI5O18FOB,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,5,1,1,N,Y,Buying Second Dryer for Reserve,"Bought this hair dryer over a year ago and my husband and I have used it<br />everyday since with no problems.  It is easy to fold when we travel and<br />love the fact that the cord retracts.  I decided to go ahead and order a<br />second one to have on hand when this one goes out because with my luck<br />it wouldn't be available then, and I really like it.",5/29/2012
US,28803283,R2TCPUPTAWX4Y7,B001LQY1X4,748065701,conair 1875 watt mid-size hair dryer,Beauty,5,1,2,N,Y,Conair Blow Dryer,I had been looking to purchase a blow dryer for our spare bathroom and trailer when I found this one I was so happy it has exceded all my expectations. It was such a good deal. I am very pleaswed with the product and how fast it arrived.,5/28/2012
US,22530086,R3E3Q4W9391MZB,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Beauty,5,1,1,N,Y,Great Dryer!,"I originally used this dryer last year at a 5 star hotel in Chicago and loved it. So I asked the desk clerk if I could purchase a new one from the hotel. YES!  My daughter and I seem to want to use it at the same time, so I ordered another one so we wouldn't have to fight over it in the mornings. :-) HIGHLY RECOMMENDED because it is small, has great blowing power, has appropriate heat, folds in half, and has a retractable cord!",5/22/2012
US,39266396,R1M9G493R2OKW4,B001LQY1X4,748065701,conair 1875 watt mid-size hair dryer,Beauty,3,1,2,N,Y,Product Description falls short of accurate,"The hair dryer does exactly what it's intended to do. However, the product description is inaccurate. The so-called cool shot button does not exist on this product. One thing which I noticed though is that the product image was updated with the blue cool shot button removed in the new image.",5/21/2012
US,37967952,R16QX5SAYWKT89,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Beauty,4,1,1,N,Y,Great dryer for a good price,"I needed a dryer with a diffuser attachment to dry my permed hair, so after looking at a bunch of different ones on Amazon I chose this one. I think it's a great dryer for the cost. The diffuser works well and keeps my hair curly without making it too frizzy. It also dried it fairly quickly. I didn't like how long the cold shot button took to work. It would also be nice if it got hotter for the lower setting. Overall, for the price, I think this was a great buy and I'm very happy with it.",5/21/2012
US,11235647,RJ33W8ILIMED5,B004YZMKKU,258419037,"john frieda(r) jf1r 1,875-watt hair dryer",Beauty,3,1,1,N,Y,Weighty Subject,"The John Frieda JF1 does all it says it will. Shiny hair with no static. Dries quickly without the high pitched roar of other dryers. The overall look is very nice. Just one major problem...its very heavy. If you are in it for the long haul,as with long thick hair styling,you better be young and strong. I am over sixty and have medium length fine hair and I find it easier to just use the curling Iron on most days. If you are not using the blow dryer for styling it works just fine and comes with several heads for specific drying.",5/21/2012
US,14851596,R1MT18QZGXY0W4,B006BNFXHU,591023894,mangroomer 1680xl-6 professional ionic hair dryer for men,Beauty,5,2,3,Y,N,Just What I Needed!,"I'm very picky with my blowdryers. It always seems like they're either too hot, not hot enough, or don't give enough pressure to mold my hair. This blowdryer suffers from NONE of those problems. On top of the high quality drying it delivers, it is also very comfortable to hold. Most blowdryers have hard plastic handles that can slip easily (especially after a shower) but this one has a nice rubber texture to it. I've been using my Mangroomer for a couple of months now and I am thoroughly satisfied with it. Highly recommended!",5/18/2012
US,44286978,RMAOWYWSK2GYN,B001LQY1X4,748065701,conair 1875 watt mid-size hair dryer,Beauty,4,1,2,N,Y,Pretty good for the price,"This is the first blow dryer I've ever had. It's simple and pretty effective. I gave it 4/5 stars because I was a little confused with how to make it work. Great for the price. It has only two settings, low and high. I've used the low setting only. I wish it had had a better explanation for how to make it start working. Otherwise, it's great, no complaints.",5/16/2012
US,13382396,R6PBPIX9OJ58X,B0009XH6V4,670161917,andis micro turbo hair dryer,Beauty,2,4,5,N,Y,Two settings: Too High and Too Low,"I am getting the funny smell on high as others have described. In addition to the high heat setting possibly being too much for the hardware to handle, it's also hotter than I can handle.<br />The fan speed and temperature are linked, as there is only one switch. The low speed is too low, but you have to use high heat to use the higher speed.",5/15/2012
US,25584920,R2ZCM05S3HUS8E,B000A3TBB6,345449343,conair 1875 watt ionic ceramic folding handle hair dryer,Beauty,5,1,1,N,Y,Completely satisfied!,"After several years of daily used, my trusty Conair 1875 finally quit on me.  Knowing that over the years there had been many an upgrade to hand-held blow-dryers, I spent about half a day reading through all the reviews on Amazon and checking out Consumer Reports (the latter being not much help in this area, I have to say).  This little jewel seemed to fit my needs:  quiet, light, multiple temperature selections and speeds, and a cool setting, too.  Plus, it had that fancy-shmancy ion stuff that's supposed to make your hair shine (although my thought on that was, yeah, right).  I have to admit, too, that I am partial to Conair as I have found that they last for YEARS and provide a nice powerful flow of air that helps me style my usually short hair.  Well, this new Conair 173RZ Ion Shine Ceramic Turbo hair dryer is now my new love.  It blows through my hair like a strong wind and the temperatures range from hot to cool with a perfect warm in-between (my usual setting).  The slide temp/power selection system is not my preference, as my thumb sometimes slips and I end up with the wrong setting for a second, but I am getting used to it.  It gets my hair dry in less than a minute.  While the dryer is not what I would call a whisper, it is not as loud as my previous Conair and for that I am thankful.  A nice little extra is that it folds in half at the top of the handle - great if you have storage issues.  But, the most surprising thing of all is that my hair actually DOES shine when I'm done!  I have salt and pepper hair and the salt gleams like sparkling silver threads afterwards.  What a treat!  So, I gave this baby five stars and hope to have it around for four or five years like all the other Conairs before it.",5/13/2012
US,10548761,RAPXXSL35SJQD,B000X1MCYI,943337655,"turbo power 3200 twin turbo hair dryer, 36 ounce",Beauty,5,1,1,N,Y,the best product ever,"I'm a hairstylist, and Twinturbo 3200 is one of the best blow dryer out of all brands, if anybody likes to get fast and quality style, this is the perfect product, it's powerful and last longer..... I loved it",5/12/2012
US,46983541,R2MFB8LFHHZD9H,B000V3URNG,843035023,elevate by andis 80405 professional lightweight tourmaline ceramic ionic 1875 watts hair dryer,Beauty,3,2,2,N,Y,It's ok....,My main issue with this blow dryer is that the attachments slide off easily. I have natural textured African American hair. When I blow dry my hair I split my hair into 6 sections and use a quarter size amount of grapeseed oil in my hair as a natural heat protector. I think the dryer is great for the price but I wish that the attachments were able to lock on way better than they do. When this dryer kicks the bucket I will not repurchase because it is really annoying to keep sliding the comb attachment back on....ugh!,5/12/2012
US,23244391,R324K4R5QIRCLB,B00092M2VO,238410319,andis 1875 watt professional ceramic ionic hair dryer,Beauty,5,1,1,N,Y,Andres 82005,"Tried this blow dryer at a hotel, went to my iPhone and ordered it immediately. I have long, curly hair and even on the slow speed, it dries my hair fast with less frizz.",5/10/2012
US,49956844,R2E6G0TIR0XO9T,B004YZMKKU,258419037,"john frieda(r) jf1r 1,875-watt hair dryer",Beauty,3,2,3,Y,N,Don't use the concentrator; it'll pull your hair out,"The John Frieda JF1 hair dryer is a lightweight hair dryer with a sleek design and ceramic heat technology.  Unfortunately, the concentrator has a tendency to get hair stuck in the space in between the concentrator and the barrel of the dryer, then pull hair out.  While it does dry pretty quickly, there isn't a noticeable difference in how shiny or voluminous it makes hair look.  It's also pretty loud.<br /><br />The buttons could use re-working as well, and would be better as switches, rather than buttons.  The temperature and speed buttons are prone to being switched on accidentally.  On the plus side, the hinged filter makes it easy to clean and the cord is a generous length (~8 feet).<br /><br />Overall, the John Frieda JF1 isn't an overly impressive hair dryer and I wouldn't recommend it for the price.",5/8/2012
US,45396412,R24O6BDD380YEC,B00016KMIS,983445543,sunbeam/oster 1500 watt wall mounted hair dryer.,Beauty,5,1,1,N,Y,Replacement unit,We had the previous model for over 5 years.  Worked every day till the heating element broke.  So we had to replace it.  New unit is only improved.  Uses the previous mounting hardware on the wall.  We expect great things for this replacement.,5/3/2012
US,50467781,R22E1X9DR511PJ,B00092M38G,981727854,andis 80345 styler hair dryer,Beauty,1,2,3,N,Y,Switch Failure and Sparks,"I bought two of these dryers.  The first popped, sparked and flashed out of the box.  The second developed the same problem within a week.  Frankly, they are dangerous.  Steer clear.",5/2/2012
US,47165542,R3REIIX3A490US,B000V87HI4,218297570,t3 featherweight hair dryer tourmaline ionic bespoke labs 83808,Beauty,4,2,2,N,Y,Similar to Chi pro low emf blow dryer,"I bought a Chi Ion, Low EMF blow dryer in 2005 when another one of my cheap blow dryers broke.. I was fed up having cheap blow dryers that never lasted. I loved the blow dryer, it lasted me till a month ago. Guess the $110 I paid for it back then was worth the 6 years I got out of it. I was looking at buying the same one or at least a Chi blow dryer again, I just didn't want to spend the same amount of money, I was hoping to stay under $60. I did a bunch of research and saw that this blow dryer, T3 Featherweight, was on the list of best blow dryers the last few years and saw the price was close to what I wanted to pay and $30 cheaper than the Chi I had before. I also saw that it said it was a fast drying blow dryer like my old Chi, which I prefer since I have a ton of hair. After using it for over a week. I think it works pretty good.. not much difference from my Chi I had. It's lighter than my chi and it's made of some kind of plastic like material. It also looks solid white and black in the picture, but it's actually got some kind of silver pattern going on over the white which I'm not thrilled with, but it's not the reason I bought the blow dryer so I'll get over it. Seems to take about the same amount of time to blow dry my hair as the chi, maybe a little faster. I usually take about 8-15 minutes to blow dry my hair depending on how detailed i get with it, like I said I have a ton of hair. (thick Mid-back length hair)<br /><br />Why I give this a 4 instead of a 5, I prefer my Chi a little more, maybe it's the solid feel of it. I think it's maybe the material, it feels too light.<br /><br />The biggest test is going to be to see how long it last. If it makes it 5 years + then I will be happy with it.",5/1/2012
US,31335335,R2S93VQIUJPNDN,B004YZMKKU,258419037,"john frieda(r) jf1r 1,875-watt hair dryer",Beauty,2,1,2,N,Y,Don't believe what you read!,"I purchased this based on a write up in Prevention Magazine.  Yes, a great dryer with lots of shine BUT the locations of the control button stink!  I spend more time reselecting the temperature/speed/on & off, as no matter how you hold this dryer, you are pressing a switch.  I would recommend this to NO ONE!  It's just poorly designed!",4/29/2012
US,15777838,R1UTOQBX695KZ6,B004YZMKKU,258419037,"john frieda(r) jf1r 1,875-watt hair dryer",Beauty,3,3,4,N,Y,Could have been perfect.....,"I really wanted to love this hair dryer, and I do except for one thing: the placement of the control buttons is terrible! I constantly turn off the dryer and switch the heat settings with my hand while I'm drying my hair. It is pretty annoying.  Besides that, the dryer is great. It helps to smooth my hair and dries it quickly. It also looks really nice. Overall, it is okay, but I don't think I would have purchased it had I known about the problem with the control buttons.",4/27/2012
US,49430440,R21KV38YHGHLI8,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Beauty,2,1,15,N,Y,Worst packaging ever,I hardly post any reviews but this product forced me to place one. The packaging was not in order. The attachments of the dryer were left opened in the box. It seems to me that the product is used before as there were signs of use. I never expect open box shipments from Amazon but this is an exception. The product is in working condition so I don't want to enter into the hassles of returns. I will keep the product but not satisfied with the Shipping and handling.,4/27/2012
US,52861349,R2JGQRKK1N8K1R,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,Beauty,1,7,10,N,Y,not as advertised,"Item as advertised claims it comes with a 'concentrator', which is why I chose this particular dryer.  It did not come with the concentrator.  It's going back.",4/27/2012
US,50164243,RTM242HKBAJLD,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Beauty,3,12,14,N,Y,Other Reviews Correct About the Sparking,I purchased this dryer a year ago and it has performed very well. I did go onto Amazon and  order the Babybliss tonight because this dryer has started sparking. When I am drying my hair I hear and see sparks. Crazy so I threw it away and researched reviews on several sites and ordered the Babybliss. I do not want to wait until this dryer burns my hair.,4/26/2012
US,10720091,R3UZH77X8MRNCR,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Beauty,5,1,1,N,Y,awesome!,I have really long hair but this dryer dries my hair very quickly..it also makes my hair a lot smoother! I would definitely recommend to others for its price and quality.,4/24/2012
US,52816387,R14ONLUJCX8OOU,B000R80ZTQ,486774008,"conair 1875 watt cord keeper 2-in-1 hair dryer, black",Beauty,3,1,1,N,Y,Great hairdryer until something breaks,"[[ASIN:B000R80ZTQ Infiniti by Conair 223XR, 1875 Watt Tourmaline Ceramic 2-in-1 Styler, Cord Reel Dryer]]<br /><br />I bought this hairdryer from Amazon in July 2011 for $27.19 including the tax. It is now April 2012 and the cord stopped retracting. I just called Conair Customer Service and in order for them to repair it (at no charge), I must send it to them, at my own expense and must send them $7 for return shipping and they will repair it and return it to me.  I was going to do it, not having a clue what I would do without a hairdryer in the interim, when I checked Amazon again, and saw that I could buy a brand new one for $19.25 with no tax and, of course, free shipping. Obviously, that was the option I chose.<br /><br />Although I liked everything about this dryer, I find it very annoying that after only 9 months, I need to replace it. Anything similar in quality and features cost more money so now I will see how long this new one lasts.  This is very disappointing.",4/24/2012
US,12866653,R369G61NBUFLGK,B0009XH6V4,670161917,andis micro turbo hair dryer,Beauty,4,2,2,N,Y,Good Portable Hair Dryer,"I have had multiples of this hair dryer over the past 5 years or so.  It works well - has a reasonable amount of power - and is great for travel, because it is so compact.  That said, I would not give 5 stars, because it ALWAYS goes south and inevitably eventually just loses steam and then dies altogether.  I have found that it can be somewhat inconsistent in power delivery - that appears to be a constant feature of this particular design, for whatever reason.  Still, I like and use these and do recommend them with that caveat.",4/23/2012
US,43639806,RIRVSS49ZUYPF,B0009XH6UU,486589264,andis pro style soft grip 1600 watt hair dryer,Beauty,5,17,17,N,Y,Best hair dryer EVAH,I first used this hair dryer at Courtyard Marriott. It worked so good and did wonders for my hair. I was thrilled to see that amazon was selling these. It dries my hair fast and gives it a silky smooth look. I highly recommend this hair dryer.,4/20/2012
US,13454918,R3HDP5IJAKQSV4,B000X2UCJO,122140779,"jerdon wall mount hair dryer with 2-speed and heat settings, 1600-watts",Beauty,4,1,1,N,Y,Why change a good thing?,"Overall, I like the dryer. The only thing I don't like is that they have changed the design. The newer design is much wider on the wall and it doesn't fit in the same screw holes so you have to drill more holes in the wall!",4/20/2012
US,53096367,R2W8KB5YI7H4S8,B006BNFXHU,591023894,mangroomer 1680xl-6 professional ionic hair dryer for men,Beauty,4,1,1,Y,N,Works fine,"Overall I found this dryer to be well built, powerful unit though a bit on the heavy side.  Being a bit of a procrastinator when it comes tto getting haircuts, my hair tends to get fairly long between cuts and this dryer worked quickly and did a good job.<br /><br />Since it's very similar to the unit my wife uses (and I use now and then) I'm sure it would be fine for her use as well.<br /><br />Not sure what the point of the ion setting is all about (doesn't seem to make any difference when I used it), but it's there.<br /><br />If I needed a new dryer, this would fill the bill.",4/20/2012
US,15386719,R1YO3XVS3IQ5WC,B001QTW2FK,328811288,conair minipro tourmaline ceramic styler / hair dryer; pink,Beauty,5,9,11,N,Y,Lots of power yet so lightweight!,"I have been a blowdry failure all my life! Just can't seem to use a normal-size blow dryer to style my hair without blowing all the previously styled hair to smithereens. When I opened the box for this dryer and saw how small it was, I thought What, is this battery-operated?? It will take forever to dry my hair! But I have been pleasantly surprised. It is powerful enough to dry my thick hair, and lightweight enough that my arm  doesn't tire when I style for volume. I can move it around and hold it up in the air, behind my head, whatever. If you have limited arm movement or muscles that fatigue easily, this is the dryer for you. I do wish it had a cold shot button, but that is the only drawback.",4/19/2012
US,37847296,R31KKDXLL7PTM4,B001QTW2FK,328811288,conair minipro tourmaline ceramic styler / hair dryer; pink,Beauty,1,9,20,N,Y,DO NOT BUY * Does not work overseas!,"I bought this hair dryer for travel to England & Ireland, along with an adapter.  The dryer was advertised as dual voltage for worldwide travel.  That was a FALSE statement.  The FIRST time we plugged it in, it Fried!!!!  It was a huge waste of money.  I will NEVER by a Conair dryer again.",4/18/2012
US,14765767,R31MNVIGKUO212,B006BNFXHU,591023894,mangroomer 1680xl-6 professional ionic hair dryer for men,Beauty,5,1,1,Y,N,Powerful Blow Dryer for Men and Women Alike,"I was extremely excited to try out this product and I have to say, I have been impressed with it. I normally set the blow dryer to it's highest and warmest setting, and I am very pleased with the performance of this dryer in that regard. It is extremely powerful, but it doesn't get too hot or overheat if I don't move it constantly, a nice feature that many other dryers I've used don't have. I don't personally use the add-on attachment, so I can't comment on it, but it seems like it would be a useful tool for those who needed that specific form of styling.",4/18/2012
US,50478776,RH5TQEQR1NDP3,B000V1YZMC,196041133,hot tools ultra lightweight super quiet 1600 watt hair dryer ht1069s,Beauty,1,5,6,N,Y,Quiet hair dryer wanted,"Hairdryer is not as quiet as claimed, easy to handle, buttons seem to be in the wrong place, since I continually turn dryer off accidentally while attempting to dry hair.  Drying capabilities are good, I would give the item no more than a C-- have definitely had better hairdryers.  Will most likely purchase another-- much quieter one and keep this as a back up!<br />Not recommended if someone is concerned about noise levels.",4/16/2012
US,20040908,RSQFTAB938PCB,B000A3TBB6,345449343,conair 1875 watt ionic ceramic folding handle hair dryer,Beauty,2,10,14,N,Y,Not Up to Prior Conair Standards,"I've been using Conair hair-dryers for 20+ years. I stuck to this brand because they've always provided good merchandise that was a good value for the money. That long streak ended with this product.<br /><br />Pros:<br />1. several different speed & heat settings provide a useful array of options<br />2. fairly inexpensive<br /><br />Cons:<br />1. there are two back filter screens; the outer one will not stay attached to the unit on the clip side, & the closing latch is defective; I removed it entirely because it doesn't seem to affect the operation of the unit considering that the second screen is built-in & usable<br />2. the hottest setting is not very hot<br />3. the slide controls are not aligned well (they slip past the detents & require too much force to push)<br />4. overall cheap construction, even for this fairly low price.<br /><br />All of this results in a poorly made unit, & not at all worth the price. A big disappointment for a dedicated Conair user. Time for me to look for another brand.",4/16/2012
US,52032901,RX1UA39OUNYW9,B001LQY1X4,748065701,conair 1875 watt mid-size hair dryer,Beauty,5,1,1,N,Y,Good buy!!!,This a wonderful little dryer at a remarkably low price. It is quiet and efficient. This is a very  good BUY!!!! Recommended.,4/14/2012
US,43647461,RW4JA0RCUZPBO,B000X2UCJO,122140779,"jerdon wall mount hair dryer with 2-speed and heat settings, 1600-watts",Beauty,4,1,1,N,Y,almostt great,"the cord is too long.  if the cord had a spiral or curled design, it would be  a lot easier to use and take up less space.",4/12/2012
US,51005944,R5TRX9OUHFFAL,B001UE7D2I,127343313,andis 1875-watt tourmaline ceramic ionic styling hair dryer,Beauty,5,1,1,N,Y,Andis Styler Hair Dryer,"We have been looking for this style of hair dryer for some time.  A similar but different brand dryer from local store was disappointing; loud, strong vibration, poorly made.  We have been very pleased with the well made Andis dryer after several weeks of use.  It is quiet, vibration free, well made with a long cord.",4/11/2012
US,22890446,RTZOXDKBDPGLD,B000V3URNG,843035023,elevate by andis 80405 professional lightweight tourmaline ceramic ionic 1875 watts hair dryer,Beauty,1,2,2,N,Y,Short life expectancy,"I was thrilled with this low cost, lightweight and well performing dryer.  It is perfect for everyday use and travel.  However, it stopped working after only two months of moderate use.  Disposable should be added to the product description.",4/9/2012
US,31956953,R2GSS0KHZUI8LG,B006BNFXHU,591023894,mangroomer 1680xl-6 professional ionic hair dryer for men,Beauty,5,1,3,Y,N,"Nice Hair Dryer, and Great News, Women Can Use it Too!","As my hair has gotten longer, I've suddenly seen the need for for a hairdryer.  I'm a Man, but let me just say Mangroomer is a brand.  There's no reason women can't use this dryer as well, since Male and Female hair is pretty much the same.  This unit has worked quite well for my purposes.<br /><br />Pros:<br />-High power 1875W motor.<br />-3 heat and 2 speed settings.  I tend to use the lowest heat and highest speed.<br />-Cold air button to finish things off.<br />-Comfy rubber grip.<br />-Long cord.<br />-It looks cool!<br /><br />Cons:<br />-Not really sure the magical ion feature actually does anything.<br />-Annoying packaging.<br /><br />This hairdryer does the job and looks cool doing it.  Recommended for men or women who want to be groomered.",4/9/2012
